evolvy_id,evolvy_inbox,chatwoot_inbox,created_at,data,periodo,status
129779,5598,1,1727397606,2024-09-26,dentro_periodo,importado
129780,5598,1,1727397608,2024-09-26,dentro_periodo,importado
129785,5598,1,1727398927,2024-09-26,dentro_periodo,importado
129786,5598,1,1727399588,2024-09-26,dentro_periodo,importado
129787,5601,11,1727399646,2024-09-26,dentro_periodo,importado
129789,5598,1,1727399948,2024-09-26,dentro_periodo,importado
129790,5598,1,1727400247,2024-09-26,dentro_periodo,importado
129792,5598,1,1727400607,2024-09-26,dentro_periodo,importado
129793,5598,1,1727400966,2024-09-26,dentro_periodo,importado
129794,5598,1,1727401627,2024-09-26,dentro_periodo,importado
129795,5601,11,1727402168,2024-09-26,dentro_periodo,importado
129797,5871,7,1727402586,2024-09-26,dentro_periodo,importado
129799,5598,1,1727402826,2024-09-26,dentro_periodo,importado
129800,5598,1,1727402829,2024-09-26,dentro_periodo,importado
129803,5598,1,1727404087,2024-09-26,dentro_periodo,importado
129804,5598,1,1727404507,2024-09-26,dentro_periodo,importado
129805,5598,1,1727404566,2024-09-26,dentro_periodo,importado
129807,5601,11,1727406015,2024-09-27,dentro_periodo,importado
129809,5598,1,1727406607,2024-09-27,dentro_periodo,importado
129816,5598,1,1727408707,2024-09-27,dentro_periodo,importado
129817,5598,1,1727410086,2024-09-27,dentro_periodo,importado
129819,5598,1,1727412008,2024-09-27,dentro_periodo,importado
129820,5598,1,1727412087,2024-09-27,dentro_periodo,importado
129821,5871,7,1727412463,2024-09-27,dentro_periodo,importado
129828,5598,1,1727417827,2024-09-27,dentro_periodo,importado
129830,5601,11,1727418306,2024-09-27,dentro_periodo,importado
129831,5598,1,1727419207,2024-09-27,dentro_periodo,importado
129833,5598,1,1727420826,2024-09-27,dentro_periodo,importado
129835,5598,1,1727422940,2024-09-27,dentro_periodo,importado
129836,5871,7,1727423428,2024-09-27,dentro_periodo,importado
129837,5871,7,1727423651,2024-09-27,dentro_periodo,importado
129838,13726,11,1727423783,2024-09-27,dentro_periodo,importado
129839,5871,7,1727424721,2024-09-27,dentro_periodo,importado
129841,5598,1,1727424845,2024-09-27,dentro_periodo,importado
129842,5598,1,1727425027,2024-09-27,dentro_periodo,importado
129844,5598,1,1727425506,2024-09-27,dentro_periodo,importado
129847,5598,1,1727427186,2024-09-27,dentro_periodo,importado
129848,5598,1,1727429947,2024-09-27,dentro_periodo,importado
129851,5598,1,1727430367,2024-09-27,dentro_periodo,importado
129853,5599,1,1727430884,2024-09-27,dentro_periodo,importado
129854,5598,1,1727430907,2024-09-27,dentro_periodo,importado
129857,5598,1,1727431985,2024-09-27,dentro_periodo,importado
129858,5601,11,1727431986,2024-09-27,dentro_periodo,importado
129861,5598,1,1727432646,2024-09-27,dentro_periodo,importado
129864,5598,1,1727433426,2024-09-27,dentro_periodo,importado
129865,5598,1,1727433431,2024-09-27,dentro_periodo,importado
129866,5598,1,1727434208,2024-09-27,dentro_periodo,importado
129868,5599,1,1727434390,2024-09-27,dentro_periodo,importado
129870,5598,1,1727434986,2024-09-27,dentro_periodo,importado
129871,5598,1,1727435407,2024-09-27,dentro_periodo,importado
129874,5598,1,1727436127,2024-09-27,dentro_periodo,importado
129875,5598,1,1727436129,2024-09-27,dentro_periodo,importado
129876,5598,1,1727436186,2024-09-27,dentro_periodo,importado
129877,5599,1,1727436211,2024-09-27,dentro_periodo,importado
129879,5598,1,1727436908,2024-09-27,dentro_periodo,importado
129880,5598,1,1727436968,2024-09-27,dentro_periodo,importado
129881,5598,1,1727437628,2024-09-27,dentro_periodo,importado
129885,5601,11,1727438347,2024-09-27,dentro_periodo,importado
129888,5601,11,1727438646,2024-09-27,dentro_periodo,importado
129890,5598,1,1727438708,2024-09-27,dentro_periodo,importado
129891,5598,1,1727438768,2024-09-27,dentro_periodo,importado
129892,5598,1,1727438947,2024-09-27,dentro_periodo,importado
129895,5871,7,1727439460,2024-09-27,dentro_periodo,importado
129901,5598,1,1727439855,2024-09-27,dentro_periodo,importado
129902,5871,7,1727439866,2024-09-27,dentro_periodo,importado
129903,5871,7,1727439872,2024-09-27,dentro_periodo,importado
129904,5871,7,1727439875,2024-09-27,dentro_periodo,importado
129908,5598,1,1727440746,2024-09-27,dentro_periodo,importado
129912,5871,7,1727441127,2024-09-27,dentro_periodo,importado
129914,5871,7,1727441345,2024-09-27,dentro_periodo,importado
129915,5601,11,1727441411,2024-09-27,dentro_periodo,importado
129917,5598,1,1727441887,2024-09-27,dentro_periodo,importado
129919,5598,1,1727442666,2024-09-27,dentro_periodo,importado
129922,5598,1,1727443387,2024-09-27,dentro_periodo,importado
129925,5598,1,1727443687,2024-09-27,dentro_periodo,importado
129926,5598,1,1727443747,2024-09-27,dentro_periodo,importado
129928,5871,7,1727443836,2024-09-27,dentro_periodo,importado
129933,5598,1,1727445126,2024-09-27,dentro_periodo,importado
129934,5598,1,1727445307,2024-09-27,dentro_periodo,importado
129935,5598,1,1727445426,2024-09-27,dentro_periodo,importado
129936,5598,1,1727445612,2024-09-27,dentro_periodo,importado
129937,5599,1,1727445639,2024-09-27,dentro_periodo,importado
129939,5598,1,1727445908,2024-09-27,dentro_periodo,importado
129940,5599,1,1727446012,2024-09-27,dentro_periodo,importado
129941,5598,1,1727446147,2024-09-27,dentro_periodo,importado
129943,13726,11,1727446402,2024-09-27,dentro_periodo,importado
129944,5598,1,1727446867,2024-09-27,dentro_periodo,importado
129946,5598,1,1727446987,2024-09-27,dentro_periodo,importado
129948,5598,1,1727447289,2024-09-27,dentro_periodo,importado
129954,5871,7,1727448092,2024-09-27,dentro_periodo,importado
129956,5599,1,1727448243,2024-09-27,dentro_periodo,importado
129957,5598,1,1727448247,2024-09-27,dentro_periodo,importado
129958,5598,1,1727448546,2024-09-27,dentro_periodo,importado
129960,13726,11,1727448951,2024-09-27,dentro_periodo,importado
129961,5599,1,1727448971,2024-09-27,dentro_periodo,importado
129963,5598,1,1727449146,2024-09-27,dentro_periodo,importado
129965,5598,1,1727449627,2024-09-27,dentro_periodo,importado
129970,5598,1,1727450708,2024-09-27,dentro_periodo,importado
129975,5598,1,1727451126,2024-09-27,dentro_periodo,importado
129977,5598,1,1727451248,2024-09-27,dentro_periodo,importado
129979,5598,1,1727451788,2024-09-27,dentro_periodo,importado
129981,5598,1,1727451967,2024-09-27,dentro_periodo,importado
129986,5598,1,1727452875,2024-09-27,dentro_periodo,importado
129988,5598,1,1727452988,2024-09-27,dentro_periodo,importado
129989,5598,1,1727453109,2024-09-27,dentro_periodo,importado
129991,5871,7,1727453264,2024-09-27,dentro_periodo,importado
129992,5871,7,1727453336,2024-09-27,dentro_periodo,importado
129995,5601,11,1727453646,2024-09-27,dentro_periodo,importado
129996,5601,11,1727453886,2024-09-27,dentro_periodo,importado
129998,13726,11,1727454632,2024-09-27,dentro_periodo,importado
129999,5599,1,1727454743,2024-09-27,dentro_periodo,importado
130000,5601,11,1727454858,2024-09-27,dentro_periodo,importado
130001,5599,1,1727455031,2024-09-27,dentro_periodo,importado
130004,5598,1,1727455448,2024-09-27,dentro_periodo,importado
130005,5598,1,1727455508,2024-09-27,dentro_periodo,importado
130010,5598,1,1727456288,2024-09-27,dentro_periodo,importado
130011,5601,11,1727456469,2024-09-27,dentro_periodo,importado
130014,5598,1,1727456858,2024-09-27,dentro_periodo,importado
130017,5598,1,1727457426,2024-09-27,dentro_periodo,importado
130022,5598,1,1727458445,2024-09-27,dentro_periodo,importado
130024,5598,1,1727458746,2024-09-27,dentro_periodo,importado
130029,5598,1,1727459055,2024-09-27,dentro_periodo,importado
130030,5598,1,1727459347,2024-09-27,dentro_periodo,importado
130033,5598,1,1727459645,2024-09-27,dentro_periodo,importado
130039,5598,1,1727460547,2024-09-27,dentro_periodo,importado
130041,5598,1,1727460681,2024-09-27,dentro_periodo,importado
130043,5598,1,1727461267,2024-09-27,dentro_periodo,importado
130045,5598,1,1727461446,2024-09-27,dentro_periodo,importado
130046,5598,1,1727461867,2024-09-27,dentro_periodo,importado
130049,5599,1,1727462870,2024-09-27,dentro_periodo,importado
130052,5598,1,1727463007,2024-09-27,dentro_periodo,importado
130057,5871,7,1727464889,2024-09-27,dentro_periodo,importado
130058,5871,7,1727465885,2024-09-27,dentro_periodo,importado
130059,5598,1,1727465946,2024-09-27,dentro_periodo,importado
130060,5598,1,1727466010,2024-09-27,dentro_periodo,importado
130061,5598,1,1727466066,2024-09-27,dentro_periodo,importado
130064,5598,1,1727466250,2024-09-27,dentro_periodo,importado
130066,5598,1,1727466546,2024-09-27,dentro_periodo,importado
130067,5601,11,1727466848,2024-09-27,dentro_periodo,importado
130068,5598,1,1727466848,2024-09-27,dentro_periodo,importado
130069,5598,1,1727466968,2024-09-27,dentro_periodo,importado
130072,5598,1,1727467687,2024-09-27,dentro_periodo,importado
130073,5598,1,1727467749,2024-09-27,dentro_periodo,importado
130075,5601,11,1727468347,2024-09-27,dentro_periodo,importado
130076,5598,1,1727468526,2024-09-27,dentro_periodo,importado
130079,5598,1,1727468945,2024-09-27,dentro_periodo,importado
130081,5599,1,1727468993,2024-09-27,dentro_periodo,importado
130084,5598,1,1727469624,2024-09-27,dentro_periodo,importado
130085,5598,1,1727469789,2024-09-27,dentro_periodo,importado
130094,5598,1,1727472726,2024-09-27,dentro_periodo,importado
130095,5598,1,1727472907,2024-09-27,dentro_periodo,importado
130096,5598,1,1727473026,2024-09-27,dentro_periodo,importado
130098,5601,11,1727473926,2024-09-27,dentro_periodo,importado
130100,5598,1,1727474648,2024-09-27,dentro_periodo,importado
130101,5598,1,1727475185,2024-09-27,dentro_periodo,importado
130102,5601,11,1727475611,2024-09-27,dentro_periodo,importado
130103,5598,1,1727476511,2024-09-27,dentro_periodo,importado
130104,5871,7,1727476547,2024-09-27,dentro_periodo,importado
130105,5871,7,1727476904,2024-09-27,dentro_periodo,importado
130108,5598,1,1727478606,2024-09-27,dentro_periodo,importado
130109,5598,1,1727478785,2024-09-27,dentro_periodo,importado
130110,5598,1,1727479145,2024-09-27,dentro_periodo,importado
130112,5601,11,1727479806,2024-09-27,dentro_periodo,importado
130114,5598,1,1727480106,2024-09-27,dentro_periodo,importado
130115,5598,1,1727480228,2024-09-27,dentro_periodo,importado
130117,5871,7,1727481057,2024-09-27,dentro_periodo,importado
130118,5598,1,1727481248,2024-09-27,dentro_periodo,importado
130121,5598,1,1727482326,2024-09-27,dentro_periodo,importado
130123,5598,1,1727482926,2024-09-27,dentro_periodo,importado
130125,5598,1,1727483408,2024-09-27,dentro_periodo,importado
130127,5598,1,1727483527,2024-09-27,dentro_periodo,importado
130128,5601,11,1727483886,2024-09-27,dentro_periodo,importado
130130,5598,1,1727484186,2024-09-27,dentro_periodo,importado
130131,5598,1,1727484188,2024-09-27,dentro_periodo,importado
130134,5601,11,1727485206,2024-09-27,dentro_periodo,importado
130136,5598,1,1727485867,2024-09-27,dentro_periodo,importado
130137,5598,1,1727485870,2024-09-27,dentro_periodo,importado
130139,5598,1,1727486107,2024-09-27,dentro_periodo,importado
130141,5601,11,1727486708,2024-09-27,dentro_periodo,importado
130142,5598,1,1727486766,2024-09-27,dentro_periodo,importado
130144,5601,11,1727487007,2024-09-27,dentro_periodo,importado
130145,5598,1,1727487546,2024-09-27,dentro_periodo,importado
130146,5598,1,1727487607,2024-09-27,dentro_periodo,importado
130148,5598,1,1727488388,2024-09-27,dentro_periodo,importado
130150,5601,11,1727488567,2024-09-27,dentro_periodo,importado
130152,5598,1,1727490126,2024-09-27,dentro_periodo,importado
130154,5598,1,1727490847,2024-09-27,dentro_periodo,importado
130155,5598,1,1727491086,2024-09-27,dentro_periodo,importado
130157,5871,7,1727491318,2024-09-27,dentro_periodo,importado
130159,5598,1,1727491865,2024-09-27,dentro_periodo,importado
130162,5598,1,1727493785,2024-09-28,dentro_periodo,importado
130164,5601,11,1727494507,2024-09-28,dentro_periodo,importado
130169,5599,1,1727497953,2024-09-28,dentro_periodo,importado
130173,5598,1,1727503446,2024-09-28,dentro_periodo,importado
130175,5598,1,1727505065,2024-09-28,dentro_periodo,importado
130176,5598,1,1727505966,2024-09-28,dentro_periodo,importado
130177,5871,7,1727506409,2024-09-28,dentro_periodo,importado
130180,5598,1,1727509087,2024-09-28,dentro_periodo,importado
130181,5601,11,1727509207,2024-09-28,dentro_periodo,importado
130182,5598,1,1727509566,2024-09-28,dentro_periodo,importado
130183,5598,1,1727510467,2024-09-28,dentro_periodo,importado
130187,5601,11,1727511908,2024-09-28,dentro_periodo,importado
130192,5871,7,1727513829,2024-09-28,dentro_periodo,importado
130195,5598,1,1727514416,2024-09-28,dentro_periodo,importado
130196,5601,11,1727514967,2024-09-28,dentro_periodo,importado
130197,5601,11,1727515086,2024-09-28,dentro_periodo,importado
130198,5598,1,1727515446,2024-09-28,dentro_periodo,importado
130201,5598,1,1727516406,2024-09-28,dentro_periodo,importado
130204,5598,1,1727517006,2024-09-28,dentro_periodo,importado
130205,5598,1,1727517008,2024-09-28,dentro_periodo,importado
130208,5598,1,1727517426,2024-09-28,dentro_periodo,importado
130211,5598,1,1727517846,2024-09-28,dentro_periodo,importado
130212,5598,1,1727517849,2024-09-28,dentro_periodo,importado
130214,5598,1,1727518026,2024-09-28,dentro_periodo,importado
130215,5601,11,1727518028,2024-09-28,dentro_periodo,importado
130216,5598,1,1727518506,2024-09-28,dentro_periodo,importado
130217,5598,1,1727518687,2024-09-28,dentro_periodo,importado
130218,5598,1,1727518748,2024-09-28,dentro_periodo,importado
130219,5601,11,1727518806,2024-09-28,dentro_periodo,importado
130220,5599,1,1727518966,2024-09-28,dentro_periodo,importado
130221,5598,1,1727519225,2024-09-28,dentro_periodo,importado
130222,5598,1,1727520006,2024-09-28,dentro_periodo,importado
130224,5598,1,1727521088,2024-09-28,dentro_periodo,importado
130225,5598,1,1727521090,2024-09-28,dentro_periodo,importado
130226,5598,1,1727521145,2024-09-28,dentro_periodo,importado
130227,5598,1,1727521507,2024-09-28,dentro_periodo,importado
130228,5598,1,1727521627,2024-09-28,dentro_periodo,importado
130229,5598,1,1727521747,2024-09-28,dentro_periodo,importado
130230,5598,1,1727521808,2024-09-28,dentro_periodo,importado
130232,5598,1,1727522466,2024-09-28,dentro_periodo,importado
130233,5871,7,1727522480,2024-09-28,dentro_periodo,importado
130235,5598,1,1727522645,2024-09-28,dentro_periodo,importado
130237,5601,11,1727523007,2024-09-28,dentro_periodo,importado
130238,5598,1,1727523010,2024-09-28,dentro_periodo,importado
130239,5598,1,1727523012,2024-09-28,dentro_periodo,importado
130241,5601,11,1727523067,2024-09-28,dentro_periodo,importado
130242,5598,1,1727523070,2024-09-28,dentro_periodo,importado
130243,5598,1,1727523127,2024-09-28,dentro_periodo,importado
130244,5598,1,1727523130,2024-09-28,dentro_periodo,importado
130245,5601,11,1727523185,2024-09-28,dentro_periodo,importado
130248,5598,1,1727523665,2024-09-28,dentro_periodo,importado
130249,5598,1,1727523667,2024-09-28,dentro_periodo,importado
130251,5598,1,1727524030,2024-09-28,dentro_periodo,importado
130252,5598,1,1727524390,2024-09-28,dentro_periodo,importado
130253,5601,11,1727524446,2024-09-28,dentro_periodo,importado
130254,5598,1,1727524568,2024-09-28,dentro_periodo,importado
130255,5601,11,1727524627,2024-09-28,dentro_periodo,importado
130256,5598,1,1727524688,2024-09-28,dentro_periodo,importado
130259,5598,1,1727524807,2024-09-28,dentro_periodo,importado
130260,5598,1,1727524867,2024-09-28,dentro_periodo,importado
130261,5601,11,1727524926,2024-09-28,dentro_periodo,importado
130264,5598,1,1727525226,2024-09-28,dentro_periodo,importado
130267,5598,1,1727525644,2024-09-28,dentro_periodo,importado
130268,5598,1,1727525766,2024-09-28,dentro_periodo,importado
130270,5598,1,1727526669,2024-09-28,dentro_periodo,importado
130271,5598,1,1727526726,2024-09-28,dentro_periodo,importado
130272,5598,1,1727526968,2024-09-28,dentro_periodo,importado
130273,5598,1,1727527268,2024-09-28,dentro_periodo,importado
130274,5598,1,1727527506,2024-09-28,dentro_periodo,importado
130275,5598,1,1727527811,2024-09-28,dentro_periodo,importado
130276,5598,1,1727527869,2024-09-28,dentro_periodo,importado
130277,5598,1,1727528106,2024-09-28,dentro_periodo,importado
130278,5598,1,1727528109,2024-09-28,dentro_periodo,importado
130280,5598,1,1727528587,2024-09-28,dentro_periodo,importado
130281,5601,11,1727528825,2024-09-28,dentro_periodo,importado
130282,5598,1,1727528887,2024-09-28,dentro_periodo,importado
130283,5598,1,1727529008,2024-09-28,dentro_periodo,importado
130285,5601,11,1727529067,2024-09-28,dentro_periodo,importado
130286,5598,1,1727529067,2024-09-28,dentro_periodo,importado
130287,5601,11,1727529126,2024-09-28,dentro_periodo,importado
130288,5871,7,1727529291,2024-09-28,dentro_periodo,importado
130289,5601,11,1727529306,2024-09-28,dentro_periodo,importado
130291,5598,1,1727529366,2024-09-28,dentro_periodo,importado
130292,5598,1,1727529610,2024-09-28,dentro_periodo,importado
130296,5598,1,1727530030,2024-09-28,dentro_periodo,importado
130298,5599,1,1727530217,2024-09-28,dentro_periodo,importado
130299,5598,1,1727530268,2024-09-28,dentro_periodo,importado
130300,5598,1,1727530387,2024-09-28,dentro_periodo,importado
130303,5598,1,1727530686,2024-09-28,dentro_periodo,importado
130304,5598,1,1727530746,2024-09-28,dentro_periodo,importado
130305,5601,11,1727530747,2024-09-28,dentro_periodo,importado
130307,5599,1,1727531096,2024-09-28,dentro_periodo,importado
130309,5598,1,1727531346,2024-09-28,dentro_periodo,importado
130310,5599,1,1727531424,2024-09-28,dentro_periodo,importado
130311,5598,1,1727531465,2024-09-28,dentro_periodo,importado
130314,5601,11,1727531527,2024-09-28,dentro_periodo,importado
130315,5598,1,1727531648,2024-09-28,dentro_periodo,importado
130319,5598,1,1727531885,2024-09-28,dentro_periodo,importado
130321,5598,1,1727532366,2024-09-28,dentro_periodo,importado
130324,5598,1,1727532607,2024-09-28,dentro_periodo,importado
130325,5598,1,1727532728,2024-09-28,dentro_periodo,importado
130326,5601,11,1727532786,2024-09-28,dentro_periodo,importado
130327,5598,1,1727532846,2024-09-28,dentro_periodo,importado
130328,5598,1,1727533027,2024-09-28,dentro_periodo,importado
130332,5598,1,1727533808,2024-09-28,dentro_periodo,importado
130334,5599,1,1727534033,2024-09-28,dentro_periodo,importado
130335,5598,1,1727534169,2024-09-28,dentro_periodo,importado
130338,5598,1,1727534826,2024-09-28,dentro_periodo,importado
130339,5601,11,1727534886,2024-09-28,dentro_periodo,importado
130340,5598,1,1727535309,2024-09-28,dentro_periodo,importado
130342,5598,1,1727535426,2024-09-28,dentro_periodo,importado
130344,5598,1,1727535546,2024-09-28,dentro_periodo,importado
130345,5871,7,1727535604,2024-09-28,dentro_periodo,importado
130346,5601,11,1727536027,2024-09-28,dentro_periodo,importado
130347,5598,1,1727536410,2024-09-28,dentro_periodo,importado
130348,5598,1,1727536628,2024-09-28,dentro_periodo,importado
130349,5598,1,1727536685,2024-09-28,dentro_periodo,importado
130350,5598,1,1727536812,2024-09-28,dentro_periodo,importado
130351,5871,7,1727537013,2024-09-28,dentro_periodo,importado
130352,5871,7,1727537140,2024-09-28,dentro_periodo,importado
130355,5871,7,1727537246,2024-09-28,dentro_periodo,importado
130356,5598,1,1727537585,2024-09-28,dentro_periodo,importado
130357,5598,1,1727537766,2024-09-28,dentro_periodo,importado
130359,5601,11,1727538007,2024-09-28,dentro_periodo,importado
130360,5598,1,1727538007,2024-09-28,dentro_periodo,importado
130364,5598,1,1727538668,2024-09-28,dentro_periodo,importado
130375,5598,1,1727539506,2024-09-28,dentro_periodo,importado
130381,5871,7,1727540608,2024-09-28,dentro_periodo,importado
130382,5871,7,1727540640,2024-09-28,dentro_periodo,importado
130383,5598,1,1727540655,2024-09-28,dentro_periodo,importado
130389,5598,1,1727541485,2024-09-28,dentro_periodo,importado
130390,5871,7,1727541989,2024-09-28,dentro_periodo,importado
130391,5599,1,1727542421,2024-09-28,dentro_periodo,importado
130392,5598,1,1727542626,2024-09-28,dentro_periodo,importado
130393,5871,7,1727543495,2024-09-28,dentro_periodo,importado
130396,5601,11,1727543801,2024-09-28,dentro_periodo,importado
130401,5871,7,1727544685,2024-09-28,dentro_periodo,importado
130402,5598,1,1727545385,2024-09-28,dentro_periodo,importado
130403,5601,11,1727545479,2024-09-28,dentro_periodo,importado
130406,5871,7,1727545900,2024-09-28,dentro_periodo,importado
130410,5598,1,1727547247,2024-09-28,dentro_periodo,importado
130411,5598,1,1727547306,2024-09-28,dentro_periodo,importado
130412,5598,1,1727547367,2024-09-28,dentro_periodo,importado
130413,5598,1,1727547486,2024-09-28,dentro_periodo,importado
130414,5598,1,1727547788,2024-09-28,dentro_periodo,importado
130415,5598,1,1727547846,2024-09-28,dentro_periodo,importado
130417,5601,11,1727547966,2024-09-28,dentro_periodo,importado
130418,5871,7,1727548530,2024-09-28,dentro_periodo,importado
130419,5598,1,1727548569,2024-09-28,dentro_periodo,importado
130420,5598,1,1727548923,2024-09-28,dentro_periodo,importado
130422,5598,1,1727549470,2024-09-28,dentro_periodo,importado
130423,5598,1,1727549472,2024-09-28,dentro_periodo,importado
130424,5598,1,1727549827,2024-09-28,dentro_periodo,importado
130425,5598,1,1727549886,2024-09-28,dentro_periodo,importado
130426,5598,1,1727549889,2024-09-28,dentro_periodo,importado
130429,5598,1,1727550110,2024-09-28,dentro_periodo,importado
130431,5598,1,1727550429,2024-09-28,dentro_periodo,importado
130432,5598,1,1727550487,2024-09-28,dentro_periodo,importado
130433,5599,1,1727550540,2024-09-28,dentro_periodo,importado
130434,5599,1,1727550787,2024-09-28,dentro_periodo,importado
130435,5598,1,1727550968,2024-09-28,dentro_periodo,importado
130436,5598,1,1727551087,2024-09-28,dentro_periodo,importado
130437,5598,1,1727551508,2024-09-28,dentro_periodo,importado
130438,5598,1,1727551688,2024-09-28,dentro_periodo,importado
130439,5598,1,1727551808,2024-09-28,dentro_periodo,importado
130440,5598,1,1727551866,2024-09-28,dentro_periodo,importado
130441,5598,1,1727551869,2024-09-28,dentro_periodo,importado
130443,5601,11,1727552227,2024-09-28,dentro_periodo,importado
130444,5871,7,1727552290,2024-09-28,dentro_periodo,importado
130445,5598,1,1727552408,2024-09-28,dentro_periodo,importado
130447,5598,1,1727552947,2024-09-28,dentro_periodo,importado
130450,5598,1,1727553186,2024-09-28,dentro_periodo,importado
130451,5598,1,1727553486,2024-09-28,dentro_periodo,importado
130452,5598,1,1727553547,2024-09-28,dentro_periodo,importado
130453,5598,1,1727554089,2024-09-28,dentro_periodo,importado
130454,5598,1,1727554446,2024-09-28,dentro_periodo,importado
130458,5598,1,1727555886,2024-09-28,dentro_periodo,importado
130459,5599,1,1727556248,2024-09-28,dentro_periodo,importado
130460,5601,11,1727556249,2024-09-28,dentro_periodo,importado
130462,5598,1,1727557026,2024-09-28,dentro_periodo,importado
130463,5598,1,1727557086,2024-09-28,dentro_periodo,importado
130464,5598,1,1727557265,2024-09-28,dentro_periodo,importado
130465,5601,11,1727557266,2024-09-28,dentro_periodo,importado
130466,5601,11,1727557274,2024-09-28,dentro_periodo,importado
130467,5598,1,1727557507,2024-09-28,dentro_periodo,importado
130468,5598,1,1727557566,2024-09-28,dentro_periodo,importado
130470,5601,11,1727557626,2024-09-28,dentro_periodo,importado
130471,5598,1,1727557746,2024-09-28,dentro_periodo,importado
130472,5601,11,1727557828,2024-09-28,dentro_periodo,importado
130473,5598,1,1727557866,2024-09-28,dentro_periodo,importado
130478,5598,1,1727559611,2024-09-28,dentro_periodo,importado
130486,5598,1,1727561406,2024-09-28,dentro_periodo,importado
130489,5598,1,1727562967,2024-09-28,dentro_periodo,importado
130492,5601,11,1727564226,2024-09-28,dentro_periodo,importado
130495,5598,1,1727564587,2024-09-28,dentro_periodo,importado
130496,5598,1,1727564886,2024-09-28,dentro_periodo,importado
130503,5599,1,1727566328,2024-09-28,dentro_periodo,importado
130504,5871,7,1727566381,2024-09-28,dentro_periodo,importado
130505,5599,1,1727566423,2024-09-28,dentro_periodo,importado
130507,5601,11,1727566865,2024-09-28,dentro_periodo,importado
130511,5598,1,1727567647,2024-09-28,dentro_periodo,importado
130514,5598,1,1727568729,2024-09-28,dentro_periodo,importado
130517,5598,1,1727569029,2024-09-28,dentro_periodo,importado
130519,5598,1,1727569298,2024-09-28,dentro_periodo,importado
130520,5601,11,1727569327,2024-09-28,dentro_periodo,importado
130523,5598,1,1727570047,2024-09-28,dentro_periodo,importado
130527,5601,11,1727570345,2024-09-28,dentro_periodo,importado
130528,5598,1,1727570527,2024-09-28,dentro_periodo,importado
130529,5598,1,1727570648,2024-09-28,dentro_periodo,importado
130531,5598,1,1727570830,2024-09-28,dentro_periodo,importado
130535,5598,1,1727571486,2024-09-28,dentro_periodo,importado
130536,5598,1,1727571725,2024-09-28,dentro_periodo,importado
130537,5598,1,1727572746,2024-09-28,dentro_periodo,importado
130539,5871,7,1727573775,2024-09-28,dentro_periodo,importado
130540,5598,1,1727573885,2024-09-28,dentro_periodo,importado
130541,5601,11,1727574126,2024-09-28,dentro_periodo,importado
130543,5601,11,1727574485,2024-09-28,dentro_periodo,importado
130545,5598,1,1727575387,2024-09-28,dentro_periodo,importado
130546,5598,1,1727575389,2024-09-28,dentro_periodo,importado
130548,5598,1,1727575806,2024-09-28,dentro_periodo,importado
130552,5601,11,1727579285,2024-09-29,dentro_periodo,importado
130553,5598,1,1727579647,2024-09-29,dentro_periodo,importado
130558,5598,1,1727583786,2024-09-29,dentro_periodo,importado
130563,5598,1,1727590146,2024-09-29,dentro_periodo,importado
130564,5871,7,1727592816,2024-09-29,dentro_periodo,importado
130565,5599,1,1727592855,2024-09-29,dentro_periodo,importado
130567,5598,1,1727595366,2024-09-29,dentro_periodo,importado
130568,5598,1,1727595385,2024-09-29,dentro_periodo,importado
130569,5598,1,1727597046,2024-09-29,dentro_periodo,importado
130570,5598,1,1727597136,2024-09-29,dentro_periodo,importado
130571,5598,1,1727597346,2024-09-29,dentro_periodo,importado
130579,5601,11,1727601726,2024-09-29,dentro_periodo,importado
130580,5598,1,1727601906,2024-09-29,dentro_periodo,importado
130581,5599,1,1727602146,2024-09-29,dentro_periodo,importado
130591,5598,1,1727603470,2024-09-29,dentro_periodo,importado
130592,5598,1,1727603645,2024-09-29,dentro_periodo,importado
130595,5598,1,1727604608,2024-09-29,dentro_periodo,importado
130597,5598,1,1727604908,2024-09-29,dentro_periodo,importado
130598,5601,11,1727605086,2024-09-29,dentro_periodo,importado
130601,5598,1,1727605566,2024-09-29,dentro_periodo,importado
130602,5598,1,1727605748,2024-09-29,dentro_periodo,importado
130604,5598,1,1727606807,2024-09-29,dentro_periodo,importado
130606,5601,11,1727607125,2024-09-29,dentro_periodo,importado
130607,5598,1,1727607547,2024-09-29,dentro_periodo,importado
130608,5598,1,1727607847,2024-09-29,dentro_periodo,importado
130609,5601,11,1727607907,2024-09-29,dentro_periodo,importado
130611,5598,1,1727608147,2024-09-29,dentro_periodo,importado
130612,5598,1,1727608326,2024-09-29,dentro_periodo,importado
130614,5598,1,1727608445,2024-09-29,dentro_periodo,importado
130616,5598,1,1727608567,2024-09-29,dentro_periodo,importado
130617,5598,1,1727609227,2024-09-29,dentro_periodo,importado
130618,5598,1,1727609765,2024-09-29,dentro_periodo,importado
130620,5598,1,1727610486,2024-09-29,dentro_periodo,importado
130624,5598,1,1727610667,2024-09-29,dentro_periodo,importado
130625,5598,1,1727610726,2024-09-29,dentro_periodo,importado
130626,5598,1,1727610849,2024-09-29,dentro_periodo,importado
130627,5598,1,1727610852,2024-09-29,dentro_periodo,importado
130628,5598,1,1727611148,2024-09-29,dentro_periodo,importado
130629,5598,1,1727611207,2024-09-29,dentro_periodo,importado
130632,5598,1,1727611336,2024-09-29,dentro_periodo,importado
