inbox|conv_id|att_id|extension|mimetype
5871|180993|17275132|unknown|unknown
5871|181144|17292609|unknown|unknown
5871|181169|17292779|unknown|unknown
5871|181174|17292805|unknown|unknown
5871|181277|17302678|unknown|unknown
5871|181406|17309432|unknown|unknown
5871|181453|17318897|unknown|unknown
5871|181481|17321305|unknown|unknown
5871|181535|17326197|unknown|unknown
5871|181540|17326272|unknown|unknown
5871|181573|17326717|unknown|unknown
5871|181718|17339087|unknown|unknown
5871|181723|17341067|unknown|unknown
5871|181724|17341274|unknown|unknown
5871|181746|17343610|unknown|unknown
5871|181753|17343902|unknown|unknown
5871|181759|17343907|unknown|unknown
5871|181812|17349047|unknown|unknown
5871|181825|17349799|unknown|unknown
5871|181830|17349831|unknown|unknown
5871|181832|17349857|unknown|unknown
5871|181839|17350687|unknown|unknown
5871|181841|17351681|unknown|unknown
5871|181886|17353070|unknown|unknown
5871|181892|17353201|unknown|unknown
5871|181902|17353646|unknown|unknown
5871|181939|17360668|unknown|unknown
5871|181940|17360904|unknown|unknown
5871|181951|17363979|unknown|unknown
5871|182007|17370785|unknown|unknown
5871|182009|17370796|unknown|unknown
5871|182020|17371247|unknown|unknown
5871|182066|17377333|unknown|unknown
5871|182076|17381254|unknown|unknown
5871|182086|17382896|unknown|unknown
5871|182097|17385347|unknown|unknown
5871|182104|17388179|unknown|unknown
5871|182123|17389279|unknown|unknown
5871|182130|17390225|unknown|unknown
5871|182140|17393158|unknown|unknown
5871|182157|17404180|unknown|unknown
5871|182160|17404787|unknown|unknown
5871|182210|17416572|unknown|unknown
5871|182259|17422095|unknown|unknown
5871|182302|17432975|unknown|unknown
5871|182303|17433251|unknown|unknown
5871|182309|17434654|unknown|unknown
5871|182341|17442072|unknown|unknown
5871|182344|17442316|unknown|unknown
5871|182360|17443560|unknown|unknown
5871|182388|17444904|unknown|unknown
5871|182461|17466350|unknown|unknown
5871|182495|17489734|unknown|unknown
5871|182542|17514857|unknown|unknown
5871|182589|17533584|unknown|unknown
5871|182617|17550433|unknown|unknown
5871|182621|17552255|unknown|unknown
5871|182637|17562052|unknown|unknown
5871|183302|17667919|unknown|unknown
5871|184888|17999119|unknown|unknown
5871|184913|18033461|unknown|unknown
5871|184915|18035334|unknown|unknown
5871|184926|18069192|unknown|unknown
5871|184930|18079173|unknown|unknown
5871|186517|18144919|unknown|unknown
5871|188536|18218660|unknown|unknown
5871|188725|18239597|unknown|unknown
5871|189089|18266617|unknown|unknown
5871|189744|18300257|unknown|unknown
5871|194231|18558373|unknown|unknown
5871|194232|18558374|unknown|unknown
5871|2|10764211|unknown|unknown
5871|205674|19123821|unknown|unknown
5871|22|10764566|unknown|unknown
5871|221548|19822810|unknown|unknown
5871|227073|20054606|unknown|unknown
5871|236390|20303486|unknown|unknown
5871|25|10765105|unknown|unknown
5871|26|10765262|unknown|unknown
5871|31460|8550004|unknown|unknown
5871|31578|8558484|unknown|unknown
5871|32733|8564640|unknown|unknown
5871|32851|8586639|unknown|unknown
5871|32952|8600465|unknown|unknown
5871|33006|8612114|unknown|unknown
5871|34858|8678359|unknown|unknown
5871|35|10766487|unknown|unknown
5871|37067|8889620|unknown|unknown
5871|37312|8914580|unknown|unknown
5871|37325|8920699|unknown|unknown
5871|37410|8938374|unknown|unknown
5871|37429|8946263|unknown|unknown
5871|37466|8957888|unknown|unknown
5871|37469|8957968|unknown|unknown
5871|37470|8958033|unknown|unknown
5871|37600|8990505|unknown|unknown
5871|37604|8990889|unknown|unknown
5871|37990|9004165|unknown|unknown
5871|38012|9005804|unknown|unknown
5871|38014|9005827|unknown|unknown
5871|38017|9005861|unknown|unknown
5871|38020|9005914|unknown|unknown
5871|38022|9005970|unknown|unknown
5871|38126|9009384|unknown|unknown
5871|38492|9094235|unknown|unknown
5871|38498|9095947|unknown|unknown
5871|38974|9109975|unknown|unknown
5871|39184|9143846|unknown|unknown
5871|39392|9179475|unknown|unknown
5871|39809|9189446|unknown|unknown
5871|40348|9241064|unknown|unknown
5871|40623|9275212|unknown|unknown
5871|40839|9322879|unknown|unknown
5871|42010|9384198|unknown|unknown
5871|44745|9458258|unknown|unknown
5871|44980|9461501|unknown|unknown
5871|45145|9492787|unknown|unknown
5871|48|10767996|unknown|unknown
5871|48909|9567970|unknown|unknown
5871|52153|9732779|unknown|unknown
5871|52185|9735347|unknown|unknown
5871|52418|9739411|unknown|unknown
5871|52450|9753627|unknown|unknown
5871|54681|9854238|unknown|unknown
5871|54706|9859931|unknown|unknown
5871|55445|9900629|unknown|unknown
