conversation_id,display_id,inbox,status_anterior,status_novo,mudanca,created_at
244049,244049,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:32
244051,244051,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:32
244052,244052,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:33
244056,244056,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:34
244058,244058,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:35
244059,244059,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:35
244064,244064,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:38
244065,244065,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:38
244066,244066,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:39
244068,244068,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:40
244071,244071,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:41
244072,244072,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:41
244088,244088,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:49
244091,244091,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:51
244101,244101,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:54
244102,244102,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:54
244104,244104,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:55
244107,244107,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:56
244108,244108,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:00:56
244115,244115,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:00:58
244118,244118,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:00
244119,244119,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:01
244126,244126,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:03
244127,244127,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:04
244129,244129,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:04
244131,244131,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:05
244134,244134,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:06
244136,244136,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:07
244139,244139,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:09
244140,244140,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:09
244143,244143,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:11
244147,244147,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:13
244151,244151,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:16
244152,244152,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:16
244153,244153,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:16
244154,244154,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:17
244156,244156,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:17
244159,244159,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:18
244160,244160,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:19
244161,244161,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:19
244162,244162,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:20
244165,244165,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:21
244166,244166,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:01:21
244169,244169,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:23
244172,244172,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:01:24
244174,244174,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 12:07:09
244175,244175,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:14:25
244176,244176,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:14:26
244177,244177,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 12:14:26
244183,244183,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 13:27:04
244209,244209,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 15:35:16
244218,244218,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-07 18:14:08
244226,244226,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 20:07:10
244228,244228,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 20:49:19
244231,244231,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 21:00:11
244234,244234,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-07 21:56:13
244250,244250,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 02:49:17
244274,244274,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 13:21:10
244275,244275,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 13:21:11
244276,244276,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 13:21:11
244277,244277,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 13:21:12
244278,244278,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 14:56:05
244279,244279,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 15:00:05
244280,244280,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 15:07:21
244281,244281,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 15:14:09
244282,244282,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 15:14:09
244283,244283,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 15:35:21
244284,244284,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 16:00:22
244285,244285,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 16:07:14
244286,244286,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 16:14:14
244287,244287,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 16:28:06
244288,244288,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 16:56:13
244289,244289,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:42:09
244290,244290,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:11
244291,244291,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:11
244292,244292,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:12
244293,244293,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:12
244294,244294,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:13
244295,244295,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:13
244296,244296,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:14
244297,244297,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:14
244298,244298,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:15
244299,244299,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:15
244300,244300,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:49:16
244301,244301,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 17:56:05
244302,244302,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 18:07:25
244303,244303,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 18:14:07
244304,244304,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 18:21:13
244305,244305,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 18:49:06
244306,244306,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 19:21:07
244308,244308,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 19:42:10
244309,244309,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 20:07:13
244310,244310,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 20:56:10
244311,244311,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 21:21:07
244312,244312,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 22:07:22
244313,244313,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 22:28:13
244314,244314,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 22:56:10
244315,244315,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 22:56:10
244316,244316,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 23:00:13
244317,244317,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 23:00:13
244318,244318,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 23:21:10
244319,244319,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 23:21:10
244320,244320,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-08 23:42:08
244321,244321,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 23:42:08
244322,244322,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 23:49:13
244323,244323,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-08 23:56:05
244324,244324,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 00:07:16
244325,244325,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 00:28:14
244326,244326,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 00:28:15
244327,244327,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 00:28:15
244328,244328,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 00:28:16
244329,244329,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 00:35:07
244330,244330,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 00:42:18
244331,244331,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 00:49:21
244332,244332,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 00:56:05
244333,244333,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 01:00:05
244334,244334,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 01:00:05
244335,244335,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 01:07:18
244336,244336,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 01:28:27
244337,244337,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 02:21:14
244338,244338,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 02:21:14
244339,244339,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 02:21:14
244340,244340,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 02:28:13
244341,244341,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 03:28:10
244342,244342,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 03:28:10
244343,244343,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 03:35:16
244344,244344,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 03:35:16
244345,244345,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 03:56:09
244346,244346,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 05:14:23
244347,244347,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 05:21:11
244348,244348,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 05:49:08
244349,244349,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 05:56:22
244350,244350,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 08:42:10
244351,244351,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 08:49:13
244352,244352,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 10:00:07
244353,244353,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 10:07:06
244354,244354,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 10:14:13
244355,244355,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 10:28:09
244357,244357,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 11:14:05
244358,244358,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 11:49:04
244359,244359,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 11:56:16
244360,244360,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 11:56:16
244361,244361,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 11:56:16
244362,244362,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:00:19
244363,244363,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:00:19
244364,244364,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:21:14
244365,244365,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:28:10
244366,244366,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:49:12
244367,244367,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:49:12
244368,244368,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 12:56:07
244369,244369,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 13:28:12
244370,244370,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 13:35:16
244371,244371,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 13:35:16
244372,244372,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 13:35:16
244373,244373,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 13:42:09
244374,244374,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 13:56:06
244375,244375,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 14:14:18
244376,244376,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 15:00:22
244377,244377,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 15:07:09
244378,244378,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:27
244379,244379,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:27
244380,244380,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:27
244381,244381,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:28
244382,244382,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:28
244383,244383,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:29
244384,244384,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:29
244385,244385,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:29
244386,244386,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:30
244387,244387,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:30
244388,244388,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 15:28:30
244389,244389,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 16:07:22
244390,244390,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 16:14:21
244391,244391,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 16:49:08
244392,244392,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 16:49:09
244393,244393,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 17:28:16
244394,244394,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 18:07:06
244395,244395,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 18:14:12
244396,244396,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 18:42:17
244397,244397,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 19:07:09
244398,244398,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 20:00:09
244399,244399,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 20:56:15
244400,244400,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 21:00:08
244401,244401,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 21:07:10
244402,244402,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 21:35:11
244403,244403,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 21:42:22
244404,244404,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 21:56:14
244405,244405,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 22:14:09
244406,244406,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 22:28:08
244407,244407,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-09 23:14:10
244408,244408,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 23:21:14
244409,244409,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 23:28:11
244410,244410,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-09 23:56:33
244411,244411,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 00:07:09
244412,244412,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 00:21:08
244413,244413,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 00:35:06
244414,244414,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 01:14:16
244415,244415,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 01:28:12
244416,244416,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 01:28:12
244417,244417,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 01:42:10
244418,244418,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 01:56:05
244419,244419,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 02:07:09
244420,244420,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 02:42:14
244421,244421,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 03:21:06
244422,244422,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 03:21:06
244423,244423,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 03:35:19
244424,244424,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 03:35:19
244425,244425,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 03:42:06
244426,244426,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 03:56:11
244427,244427,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 04:21:06
244428,244428,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 04:28:13
244429,244429,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 04:49:09
244430,244430,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 05:07:16
244431,244431,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 05:35:18
244432,244432,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 07:56:16
244433,244433,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 08:42:05
244434,244434,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 10:07:08
244435,244435,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 10:14:10
244436,244436,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 10:56:16
244437,244437,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 11:07:08
244438,244438,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 11:21:05
244439,244439,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 12:07:13
244440,244440,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 12:21:06
244441,244441,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:07:06
244442,244442,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:07:06
244443,244443,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 13:14:13
244444,244444,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:21:09
244445,244445,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 13:21:09
244446,244446,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:21:10
244447,244447,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:28:07
244448,244448,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 13:35:06
244449,244449,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:10
244450,244450,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:13
244451,244451,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:13
244452,244452,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:13
244453,244453,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:14
244454,244454,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:14
244455,244455,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:15
244456,244456,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:21:15
244457,244457,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:35:06
244458,244458,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 14:42:12
244459,244459,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 15:42:07
244460,244460,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 16:07:17
244461,244461,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 16:07:17
244462,244462,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 16:07:17
244463,244463,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 16:21:08
244464,244464,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 17:28:06
244465,244465,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 18:28:16
244466,244466,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 18:42:07
244467,244467,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 18:56:18
244468,244468,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 19:21:11
244469,244469,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 20:14:07
244470,244470,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 20:35:10
244471,244471,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 20:56:10
244472,244472,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-10 21:28:14
244473,244473,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 22:21:17
244474,244474,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-10 22:49:11
244476,244476,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 00:14:13
244478,244478,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 02:35:19
244479,244479,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 03:35:06
244480,244480,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 04:21:14
244481,244481,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 07:07:07
244482,244482,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 08:42:10
244483,244483,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 09:14:08
244484,244484,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 10:00:11
244486,244486,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:16
244487,244487,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:16
244488,244488,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:17
244489,244489,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:17
244490,244490,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:17
244491,244491,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:17
244492,244492,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:18
244493,244493,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 11:21:18
244495,244495,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 12:35:09
244496,244496,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 12:42:04
244497,244497,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 12:56:13
244499,244499,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 13:28:14
244500,244500,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 13:56:05
244501,244501,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 14:07:11
244502,244502,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 14:56:09
244503,244503,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 15:07:06
244504,244504,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 15:14:18
244505,244505,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 16:49:06
244506,244506,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 17:21:19
244507,244507,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 17:49:10
244508,244508,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 19:21:10
244509,244509,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-11 20:35:05
244511,244511,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 22:28:08
244512,244512,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 22:56:08
244513,244513,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-11 23:35:05
244514,244514,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 00:28:15
244515,244515,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 00:42:25
244516,244516,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 01:35:05
244517,244517,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 03:35:04
244518,244518,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 03:49:10
244519,244519,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 05:56:10
244520,244520,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 06:35:07
244521,244521,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 08:42:08
244522,244522,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 09:49:12
244523,244523,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:06
244524,244524,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:07
244525,244525,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:07
244526,244526,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:07
244527,244527,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:08
244528,244528,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:08
244529,244529,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 10:07:08
244530,244530,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 10:28:06
244531,244531,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 10:35:06
244532,244532,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:07:04
244533,244533,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:07:04
244534,244534,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:14:04
244535,244535,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 11:14:05
244536,244536,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:14:05
244537,244537,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:35:13
244538,244538,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:35:13
244539,244539,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:42:08
244540,244540,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:49:09
244541,244541,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:56:06
244542,244542,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 11:56:07
244543,244543,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 12:07:07
244544,244544,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 12:07:07
244545,244545,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 12:07:08
244546,244546,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 12:35:11
244549,244549,Contato Idiomus,3,3,open/pending -> snoozed,2025-05-12 12:35:12
244550,244550,Contato Idiomus,1,3,open/pending -> snoozed,2025-05-12 13:42:19
