chatwoot_id,evolvy_id,evolvy_inbox_id,inbox_id,inbox_name,status_anterior,status_novo,created_at
127340,101885,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 19:37:06
127342,101888,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 19:38:09
127343,101889,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 19:52:07
127352,101918,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 21:15:05
127353,101919,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 21:21:09
127354,101924,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 21:26:04
127356,101927,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 22:07:05
127359,101942,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:08:04
127360,101943,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:11:07
127362,101947,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:18:12
127363,101950,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:28:09
127364,101952,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:33:05
127366,101958,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:46:09
127367,101960,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:57:07
127368,101961,5598,1,Histórico Evolvy,pending,snoozed,2024-07-08 23:59:12
127371,101979,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 00:46:06
127373,101981,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 00:49:09
127374,101985,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 01:19:04
127376,101987,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 01:25:08
127378,101995,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 02:06:08
127379,101996,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 02:12:05
127384,102000,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 02:50:06
127385,102001,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 02:51:06
127387,102004,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 03:06:09
127388,102007,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 03:18:05
127390,102013,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 04:55:06
127392,102016,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 06:56:07
127393,102017,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 06:56:14
127394,102019,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 07:25:06
127395,102020,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 07:29:07
127399,102030,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 09:40:13
127400,102033,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 09:46:08
127402,102038,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 10:42:07
127403,102039,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 10:47:07
127405,102047,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 11:27:06
127411,102057,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 11:50:07
127412,102060,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 12:07:05
127413,102061,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 12:27:06
127414,102062,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 12:27:14
127417,102068,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 12:45:08
127419,102072,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 12:57:15
127420,102075,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 13:04:07
127422,102082,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 13:15:06
127428,102097,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 13:38:08
127429,102100,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 13:49:07
127431,102105,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 14:04:07
127434,102111,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 14:30:05
127439,102124,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 15:26:15
127442,102128,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 15:41:10
127447,102135,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 15:57:12
127448,102136,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 15:59:06
127452,102156,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 17:04:05
127459,102169,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 18:04:08
127460,102171,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 18:08:08
127466,102192,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 19:25:09
127467,102194,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 19:26:06
127471,102204,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 20:13:05
127472,102206,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 20:30:08
127474,102208,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 20:45:10
127475,102209,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 20:45:13
127477,102211,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 20:53:07
127483,102225,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:00:17
127484,102227,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:02:08
127486,102230,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:20:12
127487,102231,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:32:09
127488,102233,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:39:08
127490,102235,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 22:44:07
127492,102251,5598,1,Histórico Evolvy,pending,snoozed,2024-07-09 23:37:09
127493,102255,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 00:19:08
127494,102259,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 00:31:08
127495,102264,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 01:05:07
127496,102265,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 01:05:17
127499,102269,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 01:40:13
127502,102274,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:05:12
127503,102279,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:17:06
127505,102281,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:21:07
127508,102286,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:26:19
127511,102290,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:37:08
127515,102295,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 02:57:07
127520,102311,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 05:52:06
127521,102312,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 05:53:07
127522,102313,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 06:11:05
127523,102314,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 06:12:05
127524,102315,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 06:26:05
127525,102316,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 06:33:05
127526,102317,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 06:50:06
127527,102318,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 07:18:06
127532,102329,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 09:15:06
127533,102331,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 09:45:09
127535,102340,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 10:18:07
127537,102346,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 10:43:06
127538,102347,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 10:53:08
127539,102348,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 10:55:09
127541,102354,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 11:18:09
127542,102355,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 11:21:05
127543,102356,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 11:24:08
127544,102357,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 11:25:07
127549,102363,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:04:10
127550,102365,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:06:05
127552,102369,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:13:05
127553,102370,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:17:06
127554,102371,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:22:07
127555,102373,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:25:11
127556,102374,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:27:08
127558,102376,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 12:35:09
127564,102388,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 13:09:08
127565,102389,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 13:10:07
127569,102400,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 13:26:07
127574,102415,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 14:04:07
127576,102419,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 14:15:05
127577,102421,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 14:16:07
127580,102425,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 14:36:06
127581,102429,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 14:48:04
127585,102437,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 15:12:08
127586,102438,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 15:26:09
127590,102457,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 16:14:06
127591,102461,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 16:37:09
127593,102464,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 16:52:10
127594,102466,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 16:56:06
127595,102467,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 17:01:06
127598,102471,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 17:19:06
127599,102473,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 17:20:15
127601,102475,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 17:31:09
127606,102498,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 18:46:06
127607,102499,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 18:46:14
127608,102500,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 18:48:09
127609,102504,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 19:13:05
127614,102518,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 19:50:08
127616,102523,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 20:01:06
127619,102527,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 20:33:05
127620,102528,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 20:35:10
127621,102531,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:08:06
127622,102532,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:14:06
127623,102533,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:14:08
127626,102542,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:50:08
127627,102544,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:55:06
127628,102545,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 21:55:13
127630,102550,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 22:09:07
127631,102554,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 22:29:10
127634,102559,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 22:46:06
127635,102561,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 22:52:06
127637,102564,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 23:02:07
127641,102574,5598,1,Histórico Evolvy,pending,snoozed,2024-07-10 23:40:11
127644,102585,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 00:21:07
127645,102586,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 00:25:07
127653,102602,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 01:19:07
127654,102606,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 01:38:06
127655,102609,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 01:57:06
127657,102612,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 02:20:13
127658,102615,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 03:07:07
127662,102628,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 05:08:06
127663,102630,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 05:40:11
127664,102631,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 05:54:05
127665,102636,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 07:42:06
127668,102641,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 08:45:06
127669,102642,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 09:05:06
127670,102644,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 09:23:05
127671,102645,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 09:35:08
127672,102646,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 09:44:06
127673,102651,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 10:08:07
127676,102658,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 10:32:07
127680,102668,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 11:33:07
127683,102673,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 11:54:08
127685,102676,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:01:09
127687,102678,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:05:08
127688,102680,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:08:07
127689,102684,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:23:09
127690,102686,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:31:35
127691,102687,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:31:42
127693,102689,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:39:07
127694,102692,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:48:07
127696,102696,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 12:56:06
127698,102705,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 13:37:08
127705,102716,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 14:18:08
127706,102720,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 14:30:10
127708,102728,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 15:03:05
127709,102734,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 15:29:06
127711,102743,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 16:04:06
127713,102762,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 16:53:05
127715,102767,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 17:16:07
127716,102771,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 17:38:09
127717,102773,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 18:02:08
127718,102777,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 18:27:06
127720,102780,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 18:35:07
127724,102789,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 19:44:08
127728,102799,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 20:57:15
127729,102804,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 21:13:04
127730,102807,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 21:24:20
127731,102809,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 21:28:08
127733,102812,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 21:49:07
127736,102818,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 22:15:07
127738,102820,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 22:18:05
127740,102827,5598,1,Histórico Evolvy,pending,snoozed,2024-07-11 22:53:06
127748,102847,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 00:29:05
127749,102848,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 00:32:07
127750,102849,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 00:42:08
127753,102857,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 01:22:07
127755,102860,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 01:38:07
127756,102862,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 01:49:10
127761,102873,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 02:45:07
127762,102877,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 03:05:09
127764,102880,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 03:07:05
127765,102881,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 03:15:05
127768,102890,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 04:46:07
127770,102894,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 06:31:06
127776,102903,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 09:04:06
127777,102904,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 09:28:08
127779,102908,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 09:40:12
127780,102913,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 10:01:10
127783,102921,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 10:22:06
127785,102924,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 10:41:15
127786,102926,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 10:50:08
127789,102935,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:07:07
127790,102938,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:17:07
127791,102940,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:22:09
127792,102941,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:23:09
127794,102943,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:30:08
127798,102948,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:49:06
127799,102949,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 11:56:10
129303,102958,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 12:22:11
129304,102961,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 12:46:06
129306,102965,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 13:03:14
129309,102971,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 13:14:07
129313,102981,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 13:34:07
129318,102989,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 13:51:07
129320,102992,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 13:55:16
129323,102998,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 14:10:09
129325,103000,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 14:18:05
129329,103018,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 15:38:09
129333,103025,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 16:28:07
129334,103026,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 16:29:05
129338,103035,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 17:32:06
129347,103055,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 19:18:07
129350,103060,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 19:38:10
129351,103061,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 19:41:04
129356,103071,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 20:22:07
129360,103082,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 21:16:04
129361,103085,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 21:36:09
129362,103088,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 21:47:06
129363,103089,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 21:49:08
129364,103090,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 21:58:08
129367,103094,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 22:30:06
129370,103105,5598,1,Histórico Evolvy,pending,snoozed,2024-07-12 23:41:07
129373,103114,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 00:38:06
129374,103116,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 00:50:06
129376,103123,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 01:28:07
129377,103125,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 01:39:07
129379,103128,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 02:06:06
129381,103131,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 02:18:05
129383,103133,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 02:40:12
129384,103138,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 03:39:06
129385,103139,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 03:47:07
129386,103141,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 03:58:06
129387,103143,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 06:08:07
129389,103151,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 07:37:05
129391,103153,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 08:05:06
129392,103154,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 08:16:07
129393,103156,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 08:31:06
129394,103158,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 08:56:08
129395,103159,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 09:05:08
129396,103160,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 09:09:06
129402,103173,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 09:59:05
129405,103178,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 10:28:05
129407,103181,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 10:37:07
129408,103182,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 10:38:06
129411,103186,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 10:55:13
129415,103191,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:03:05
129419,103197,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:11:08
129421,103200,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:17:09
129422,103201,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:18:10
129424,103203,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:20:10
129425,103204,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:21:06
129431,103214,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:39:08
129434,103218,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:48:09
129435,103219,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 11:58:08
129436,103220,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:00:27
129437,103221,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:03:14
129439,103225,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:12:08
129440,103226,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:14:07
129443,103235,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:32:08
129444,103236,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:35:13
129446,103239,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:48:07
129447,103240,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:53:08
129449,103242,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 12:55:11
129451,103245,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:15:10
129452,103247,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:22:07
129454,103253,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:33:09
129455,103255,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:39:06
129459,103260,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:42:14
129460,103261,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:42:21
129461,103262,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:45:09
129462,103263,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:46:06
129464,103265,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:52:08
129465,103267,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:54:08
129466,103268,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 13:56:10
129472,103276,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:15:07
129474,103281,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:26:06
129476,103283,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:27:07
129477,103284,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:27:14
129480,103288,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:44:07
129482,103292,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 14:50:07
129483,103296,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 15:04:09
129488,103303,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 15:26:09
129491,103308,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 15:53:10
129492,103310,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 15:58:06
129493,103311,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 15:58:13
129497,103332,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:20:12
129499,103335,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:24:07
129500,103339,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:42:08
129501,103342,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:55:06
129502,103343,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:55:14
129503,103344,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 16:56:08
129507,103349,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 17:15:06
129511,103359,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 17:35:05
129512,103360,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 17:36:08
129513,103364,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 17:52:09
129514,103365,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 17:55:10
129522,103380,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 18:50:07
129523,103383,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 19:06:05
129524,103388,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 19:13:07
129525,103392,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 19:32:05
129527,103395,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 19:35:07
129530,103400,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 20:02:07
129532,103410,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:03:07
129533,103414,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:21:08
129534,103416,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:33:06
129535,103417,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:39:07
129536,103418,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:42:06
129537,103419,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 21:53:08
129538,103422,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 22:05:07
129539,103423,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 22:11:07
129540,103425,5598,1,Histórico Evolvy,pending,snoozed,2024-07-13 22:24:08
