chatwoot_id,evolvy_id,inbox_id,inbox_name,status_atual,status_nome,created_at,last_activity_at,assignee_id,team_id,msg_count,respostas
209293,126392,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 02:05:07,2024-10-10 02:05:06,,,16,16
209294,126416,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 03:47:07,2024-10-10 03:47:06,,,16,16
209297,126481,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 11:12:07,2024-10-10 11:12:06,,,16,16
209298,126553,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 14:04:06,2024-10-10 14:04:06,,,16,16
209300,126579,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 15:09:05,2024-10-10 15:09:06,,,16,16
209302,126721,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-19 20:04:06,2024-10-08 20:04:06,,,6,6
209304,126807,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 00:32:06,2024-10-11 00:32:05,,,16,16
209307,126860,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 04:59:07,2024-10-11 04:59:06,,,16,16
209308,126888,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 10:24:07,2024-10-11 10:24:06,,,16,16
209312,126956,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 13:34:08,2024-10-11 13:34:06,,,16,16
209314,126995,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 15:00:12,2024-09-25 15:00:06,,,15,15
209318,127067,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 17:46:07,2024-10-11 17:46:07,,,15,15
209319,127124,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 19:50:08,2024-10-11 19:50:07,,,16,16
209322,127140,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 20:20:07,2024-10-11 20:20:08,,,16,16
209323,127172,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 21:23:05,2024-09-20 21:23:06,,,1,1
209324,127194,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-20 21:55:09,2024-10-11 21:55:07,,,16,16
209325,127227,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 00:08:08,2024-10-12 00:08:06,,,16,16
209327,127231,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 00:16:06,2024-10-12 00:16:06,,,16,16
209328,127248,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 00:58:07,2024-10-12 00:58:04,,,16,16
209329,127257,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 02:16:06,2024-10-12 02:16:07,,,16,16
209331,127283,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 05:50:08,2024-10-12 05:50:07,,,15,15
209336,127397,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 13:37:07,2024-10-12 13:37:05,,,16,16
209338,127456,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 14:52:06,2024-09-26 14:52:06,,,15,15
209339,127501,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 16:14:08,2024-09-26 16:14:06,,,15,15
209343,127543,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 18:07:07,2024-10-12 18:07:06,,,16,16
209344,127574,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 19:58:10,2024-09-26 19:58:05,,,15,15
209345,127595,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-21 21:13:07,2024-10-12 21:13:05,,,16,16
209352,127669,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 01:49:06,2024-10-13 01:49:06,,,16,16
209353,127671,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 01:56:06,2024-10-13 01:56:06,,,16,16
209354,127686,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 02:47:06,2024-10-13 02:47:06,,,16,16
209355,127689,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 02:57:06,2024-10-13 02:57:06,,,16,16
209357,127713,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 06:35:06,2024-10-13 06:35:06,,,16,16
209358,127723,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 07:53:06,2024-10-13 08:45:56,,,16,16
209360,127785,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 11:21:07,2024-10-13 11:21:06,,,16,16
209362,127799,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 11:46:06,2024-10-13 11:46:07,,,15,15
209363,127867,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 13:44:06,2024-10-13 13:44:05,,,16,16
209369,127925,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 16:00:07,2024-10-13 16:00:08,,,16,16
209370,127929,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 16:38:07,2024-10-13 16:38:06,,,15,15
209371,127931,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 16:52:08,2024-10-13 16:52:05,,,16,16
209373,127970,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 18:32:06,2024-10-13 18:32:05,,,16,16
209374,127993,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 19:27:06,2024-10-13 19:27:10,,,16,16
209376,128018,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 20:43:07,2024-10-13 20:43:06,,,16,16
209380,128075,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-22 23:31:06,2024-10-13 23:31:07,,,16,16
209381,128083,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 00:06:08,2024-10-14 00:06:06,,,16,16
209382,128092,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 00:34:06,2024-10-14 00:34:06,,,16,16
209387,128207,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 11:07:07,2024-10-14 11:07:05,,,16,16
209388,128236,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 11:39:05,2024-10-14 11:39:06,,,16,16
209393,128300,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 14:03:08,2024-10-14 14:03:06,,,16,16
209397,128414,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 18:04:10,2024-09-28 18:04:05,,,15,15
209398,128437,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 19:10:10,2024-10-14 19:10:07,,,16,16
209400,128493,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 22:05:07,2024-09-28 22:05:05,,,15,15
209401,128511,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 22:40:10,2024-10-12 22:40:11,,,6,6
209403,128532,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 23:21:08,2024-10-14 23:21:06,,,16,16
209404,128539,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-23 23:34:07,2024-10-14 23:34:05,,,16,16
209406,128592,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 01:52:07,2024-10-15 01:52:04,,,16,16
209407,128601,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 02:28:06,2024-10-15 02:28:06,,,16,16
209408,128615,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 04:37:07,2024-09-29 04:37:05,,,15,15
209410,128667,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 11:04:07,2024-09-29 11:04:06,,,15,15
209411,128739,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 13:46:07,2024-10-15 13:46:06,,,16,16
209413,128774,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 15:03:07,2024-10-15 15:03:06,,,16,16
209416,128802,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 16:12:08,2024-10-15 16:12:07,,,16,16
209417,128807,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 16:38:09,2024-10-15 16:38:06,,,15,15
209418,128825,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 17:41:06,2024-10-11 17:41:05,,,3,3
209419,128850,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 18:30:12,2024-09-29 18:30:05,,,15,15
209420,128900,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 20:44:07,2024-10-15 20:44:05,,,16,16
209421,128906,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 21:04:04,2024-09-24 21:04:05,,,1,1
209422,128911,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 21:12:06,2024-10-15 21:12:05,,,16,16
209424,128919,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 21:36:07,2024-10-14 15:36:06,,,8,8
209425,128946,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 22:37:06,2024-10-15 22:37:05,,,16,16
209426,128947,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-24 22:41:07,2024-09-29 22:41:06,,,15,15
209427,128977,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 00:11:06,2024-09-26 00:11:04,,,2,2
209428,128983,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 00:29:07,2024-10-16 00:29:07,,,16,16
209429,129020,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 02:07:06,2024-10-16 02:07:05,,,16,16
209430,129060,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 08:48:06,2024-10-16 08:48:06,,,16,16
209431,129064,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 09:11:06,2024-10-16 09:11:06,,,16,16
209432,129098,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 11:32:08,2024-10-16 11:32:05,,,16,16
209433,129169,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 14:50:09,2024-09-30 14:50:06,,,15,15
209434,129170,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 14:51:05,2024-10-16 14:51:06,,,16,16
209435,129177,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 15:09:05,2024-10-16 15:09:07,,,16,16
209438,129272,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-25 19:40:17,2024-10-16 19:40:06,,,16,16
209443,129411,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 02:04:09,2024-10-17 02:04:05,,,16,16
209446,129481,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 11:12:06,2024-10-17 11:12:05,,,16,16
209447,129489,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 11:32:08,2024-10-17 11:32:07,,,16,16
209449,129526,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 13:17:05,2024-10-17 13:17:06,,,16,16
209450,129561,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 15:00:06,2024-10-01 15:00:08,,,15,15
209451,129599,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 16:06:07,2024-10-17 16:06:07,,,16,16
209452,129637,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 17:36:06,2024-10-17 17:36:05,,,16,16
209459,129701,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-26 20:43:09,2024-10-17 20:43:05,,,16,16
209464,129773,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 00:20:06,2024-10-18 00:20:08,,,16,16
209466,129795,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 01:56:08,2024-10-02 01:56:06,,,15,15
209467,129807,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 03:00:15,2024-10-18 03:00:19,,,16,16
209471,129888,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 12:04:06,2024-10-18 12:04:05,,,16,16
209472,129915,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 12:50:11,2024-10-18 12:50:05,,,16,16
209473,129995,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 16:14:06,2024-10-18 16:14:06,,,16,16
209474,129996,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 16:18:06,2024-10-18 16:18:17,,,16,16
209475,130000,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 16:34:18,2024-10-18 16:34:07,,,16,16
209476,130011,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 17:01:09,2024-10-18 17:01:06,,,16,16
209479,130098,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-27 21:52:06,2024-10-18 21:52:07,,,16,16
209482,130128,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 00:38:06,2024-10-19 00:38:07,,,16,16
209484,130141,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 01:25:08,2024-10-19 01:25:07,,,16,16
209485,130144,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 01:30:07,2024-10-19 01:30:06,,,16,16
209486,130150,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 01:56:07,2024-10-19 01:56:05,,,17,17
209488,130181,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 07:40:07,2024-10-19 07:40:08,,,16,16
209489,130187,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 08:25:08,2024-10-19 08:25:05,,,15,15
209490,130196,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 09:16:07,2024-10-19 09:16:05,,,16,16
209492,130215,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 10:07:08,2024-10-19 10:07:05,,,16,16
209493,130219,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 10:20:06,2024-10-19 10:20:06,,,16,16
209497,130253,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 11:54:06,2024-10-19 11:54:05,,,16,16
209501,130285,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 13:11:07,2024-10-19 13:11:05,,,16,16
209509,130359,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 15:40:07,2024-10-19 15:40:07,,,16,16
209512,130417,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 18:26:06,2024-10-19 18:26:07,,,17,17
209514,130460,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 20:44:09,2024-10-19 20:44:07,,,16,16
209517,130470,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 21:07:06,2024-10-19 21:07:05,,,16,16
209519,130492,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 22:57:06,2024-10-17 22:57:07,,,6,6
209520,130507,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-28 23:41:05,2024-10-19 23:41:05,,,16,16
209521,130520,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 00:22:07,2024-10-20 00:22:06,,,16,16
209524,130543,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 01:48:05,2024-10-20 01:48:06,,,16,16
209536,130650,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 12:31:06,2024-09-29 12:31:07,,,1,1
209537,130651,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 12:36:08,2024-10-20 12:36:06,,,16,16
209538,130654,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 12:37:08,2024-10-20 12:37:05,,,16,16
209540,130672,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 13:22:08,2024-10-20 13:22:06,,,16,16
209541,130674,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 13:25:07,2024-10-20 13:25:07,,,16,16
209544,130729,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 14:36:07,2024-10-20 14:36:07,,,16,16
209545,130758,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 15:43:05,2024-10-20 15:43:05,,,16,16
209548,130778,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 16:54:07,2024-10-20 16:54:05,,,16,16
209551,130864,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-29 22:09:07,2024-10-20 22:09:06,,,16,16
209555,130917,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 01:09:06,2024-10-21 01:09:06,,,16,16
209558,130961,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 06:05:08,2024-10-21 06:05:06,,,16,16
209562,130969,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 08:44:05,2024-10-05 08:44:05,,,15,15
209570,131075,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 12:54:08,2024-10-21 12:54:06,,,17,17
209571,131092,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 13:41:07,2024-10-04 13:41:07,,,8,8
209572,131114,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 15:04:06,2024-10-21 15:04:05,,,16,16
209573,131171,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 17:41:06,2024-09-30 17:41:07,,,1,1
209576,131226,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 20:03:07,2024-10-21 20:03:07,,,16,16
209579,131288,11,Grupo Idiomus - Teacher Poli,2,pending,2024-09-30 22:55:07,2024-10-02 23:05:13,,,12,12
209581,131329,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 01:37:06,2024-10-22 01:37:07,,,16,16
209582,131344,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 02:35:08,2024-10-22 02:35:07,,,16,16
209583,131371,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 07:27:06,2024-10-22 07:27:05,,,16,16
209585,131386,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 10:00:11,2024-10-06 10:00:06,,,15,15
209586,131388,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 10:52:08,2024-10-22 10:52:05,,,16,16
210087,131404,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 12:30:07,2024-10-06 12:30:06,,,15,15
210092,131463,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 16:32:06,2024-10-22 16:32:07,,,16,16
210095,131523,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 19:27:13,2024-10-22 19:27:06,,,16,16
210097,131541,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-01 20:33:06,2024-10-22 20:33:06,,,16,16
210100,131576,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 00:12:07,2024-10-23 00:12:06,,,16,16
210102,131593,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 02:02:07,2024-10-23 02:02:06,,,16,16
210104,131613,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 05:15:05,2024-10-23 05:15:07,,,16,16
210105,131628,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 08:54:07,2024-10-23 08:54:06,,,16,16
210106,131645,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 10:38:07,2024-10-23 10:38:06,,,16,16
210108,131652,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 11:08:06,2024-10-23 11:08:07,,,16,16
210110,131676,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 13:14:07,2024-10-23 13:14:05,,,16,16
210112,131683,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 13:37:08,2024-10-23 13:37:07,,,16,16
210113,131718,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 15:07:05,2024-10-19 15:07:06,,,3,3
210115,131775,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 18:01:08,2024-10-23 18:01:06,,,16,16
210117,131830,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-02 21:37:06,2024-10-23 21:37:07,,,16,16
210119,131870,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-03 00:50:05,2024-10-03 00:50:06,,,1,1
210129,132082,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-03 22:00:07,2024-10-24 22:00:11,,,16,16
210130,132105,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-04 00:26:06,2024-10-09 00:26:05,,,15,15
210135,132175,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-04 11:21:06,2024-10-25 11:21:06,,,16,16
210136,132189,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-04 13:11:07,2024-10-04 13:11:07,,,1,1
210142,132300,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-04 22:20:06,2024-10-25 22:20:08,,,16,16
210143,132306,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-04 22:57:06,2024-10-04 22:57:07,,,1,1
210145,132313,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 00:10:07,2024-10-26 00:10:06,,,16,16
210146,132344,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 08:11:06,2024-10-21 08:11:06,,,2,2
210147,132351,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 09:44:06,2024-10-07 09:54:04,,,12,12
210148,132364,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 10:47:06,2024-10-26 10:47:06,,,16,16
210149,132368,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 11:11:06,2024-10-26 11:11:07,,,16,16
210151,132382,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 12:11:08,2024-10-26 12:11:07,,,16,16
210152,132385,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 12:28:08,2024-10-26 12:28:05,,,16,16
210153,132406,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 13:56:07,2024-10-26 13:56:07,,,16,16
210154,132430,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 15:19:06,2024-10-26 15:19:06,,,16,16
210155,132431,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 15:20:10,2024-10-26 15:20:07,,,16,16
210156,132433,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 15:41:07,2024-10-26 15:41:07,,,16,16
210157,132470,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 18:44:08,2024-10-26 18:44:06,,,16,16
210159,132494,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 21:24:05,2024-10-26 21:24:07,,,16,16
210160,132500,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-05 22:17:08,2024-10-26 22:17:07,,,16,16
210161,132520,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 01:00:07,2024-10-27 01:00:07,,,16,16
210163,132546,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 07:23:06,2025-01-20 14:47:14,,,16,16
210164,132551,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 09:33:06,2025-01-20 14:47:17,,,17,17
210170,132620,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 15:47:07,2025-01-20 14:47:38,,,16,16
210171,132630,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 18:06:08,2025-01-20 14:47:41,,,16,16
210172,132646,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 19:43:09,2024-10-11 19:43:07,,,15,15
210173,132652,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-06 20:25:07,2025-01-20 14:47:44,,,16,16
210175,132694,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 02:21:09,2025-01-20 14:47:50,,,16,16
210176,132704,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 05:45:07,2025-01-20 14:47:52,,,16,16
210177,132716,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 09:19:06,2025-01-20 14:47:56,,,16,16
210184,132968,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 19:27:08,2025-01-20 14:48:25,,,16,16
210185,132976,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 19:44:06,2025-01-20 14:48:29,,,16,16
210187,133001,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 20:47:06,2025-01-20 14:48:33,,,16,16
210188,133042,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-07 22:27:07,2025-01-20 14:48:36,,,16,16
210190,133099,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-08 00:49:07,2025-01-20 14:48:42,,,16,16
210191,133133,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-08 03:28:07,2025-01-20 14:48:44,,,16,16
210195,133223,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-08 11:02:08,2025-01-20 14:48:54,,,16,16
210196,133241,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-08 11:43:09,2025-01-20 14:48:57,,,16,16
210206,133557,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-09 09:20:11,2025-01-20 14:49:32,,,16,16
210209,133611,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-09 12:37:07,2025-01-20 14:49:38,,,16,16
210211,133756,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-09 18:27:06,2025-01-20 14:49:44,,,16,16
210215,133790,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-09 20:49:06,2025-01-20 14:49:10,,,8,8
210217,133835,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-09 23:45:07,2024-10-14 23:45:08,,,15,15
210220,133874,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-10 02:45:06,2025-01-20 14:49:57,,,16,16
210223,133910,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-10 10:51:08,2025-01-20 14:50:04,,,16,16
210227,133968,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-10 13:25:06,2025-01-20 14:50:16,,,16,16
210234,134161,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-10 22:50:06,2025-01-20 14:50:26,,,16,16
210236,134226,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-11 02:41:06,2025-01-20 14:50:30,,,16,16
210239,134259,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-11 08:54:14,2025-01-20 14:50:47,,,16,16
210241,134272,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-11 10:26:07,2025-01-20 14:50:53,,,16,16
210243,134292,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-11 11:16:06,2025-01-20 14:50:59,,,16,16
210253,134660,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 09:32:06,2025-01-20 14:51:56,,,16,16
210255,134674,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 10:32:06,2025-01-20 14:49:35,,,4,4
210257,134686,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 11:14:07,2025-01-20 14:52:08,,,16,16
210258,134690,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 11:20:11,2025-01-20 14:52:12,,,16,16
210261,134739,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 12:50:07,2025-01-20 14:52:19,,,16,16
210265,134876,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-12 22:47:06,2025-01-20 14:57:37,,,16,16
210266,134913,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 01:40:07,2025-01-20 14:58:28,,,16,16
210267,134935,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 03:47:06,2025-01-20 14:55:49,,,16,16
210269,134959,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 09:07:06,2025-01-20 14:59:07,,,16,16
210272,134990,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 11:18:06,2025-01-20 14:54:50,,,16,16
210274,135000,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 11:55:07,2025-01-20 14:59:42,,,16,16
210275,135027,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 12:35:08,2025-01-20 14:59:44,,,16,16
210276,135044,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 13:18:06,2025-01-20 15:00:12,,,16,16
210280,135123,11,Grupo Idiomus - Teacher Poli,2,pending,2024-10-13 16:44:07,2025-01-20 15:01:24,,,16,16
